Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
21/01/2014,"9 THE GATEWAY, BALLYMUN, DUBLIN 9",,Dublin,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2010,"8 The Arches, Ballydehob",,Cork,"€227,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2016,"54 TALBOTS COURT, FRESHFORD RD, KILKENNY",,Kilkenny,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2020,"69 WATERWAYS STATION HOUSE, THE WATERWAYS, SALLINS",,Kildare,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2015,"Ellison Street, Castlebar",,Mayo,"€88,105.73",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/05/2017,"ILIOS MOR, ARDMORE RD, WESTPORT",,Mayo,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2011,"35 Thatch Road, Whitehall",Dublin 9,Dublin,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2019,"48 RIVERSDALE RD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2020,"97 COLLEGE PARK, LONGFORD",,Longford,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2021,"6 OLD ST, MALAHIDE, DUBLIN",,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2011,"43 Loughanure, Annagry",,Donegal,"€136,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2019,"4 Glenbree, Gleneely",,Donegal,"€80,000.00",No,Yes,New Dwelling house /Apartment,
08/05/2017,"Unit 271 Roseberry Hill, Newbridge",,Kildare,"€235,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/02/2017,"14 GLENTIRE HEIGHTS, THE BALLAGH, ENNISCORTHY",,Wexford,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2020,"36 TURVEY WALK, DONABATE, DUBLIN",,Dublin,"€256,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2021,"40 ARDLEA RD, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2018,"HARPERSTOWN, TAGHMON, CO WEXFORD",,Wexford,"€194,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2014,"13 RUSSELL GROVE RUSSELL SQ, TALLAGHT DUBLIN 24, DUBLIN",Dublin 24,Dublin,"€121,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2017,"BLOCK A, 46 ADELAIDE SQ, WHITEFRIAR STREET",Dublin 8,Dublin,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2014,"74 CARRIGMORE CRESCENT, SAGGART, CO DUBLIN",,Dublin,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2016,"LICKETSTOWN, CARRIGEEN, KILKENNY",,Kilkenny,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2021,"APT 96 PEMBERTON HOUSE, MOUNTJOY SQUARE APTS, DUBLIN 1",Dublin 1,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2018,"15 RYE WATER, MILLERSTOWN, KILCOCK",,Meath,"€348,017.61",No,Yes,New Dwelling house /Apartment,
21/12/2012,"26 Laburnum Avenue, Forest Hill, Carrigaline",,Cork,"€302,643.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
13/12/2018,"3 CASTLEGATE HOUSE, ADAMSTOWN AVE, ADAMSTOWN",,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2014,"Curraghmore, Ramsgrange, New Ross",,Wexford,"€195,550.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2016,"DOONFLIN, SKREEN, SLIGO",,Sligo,"€306,700.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2010,"39 Walkinstown Park, Walkinstown, Dublin 15",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2015,"65 ORLYNN PARK, LUSK DUBLIN, DUBLIN",,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2020,"3 O DUFFY TERRACE, BALLYBAY",,Monaghan,"€36,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/05/2017,"18 Windmill Close, Rathcoole",,Dublin,"€325,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
05/12/2019,"19 MAPLE COURT, BAILIEBORO, CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2010,"42 Oakcourt Lawns, Palmerstown",Dublin 20,Dublin,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2015,"38 DUNBRODY WHARF, NEW ROSS, WEXFORD",,Wexford,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2018,"32 Dun Carraig Ceibh, Leitrim Village",,Leitrim,"€162,995.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
15/05/2019,"APT 16 BLOCK B, THE BOTTLE WORKS, DERMOT OHURLEY AVE DUBLIN 4",Dublin 4,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2013,"Drimnavee, Woodford",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2020,"3 Hawthorn Manor, Brockagh, Coill Dubh",,Kildare,"€264,317.18",No,Yes,New Dwelling house /Apartment,
21/06/2019,"9 ASHMOUNT, BLAKESTOWN RD, CLONSILLA DUBLIN 15",Dublin 15,Dublin,"€280,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2012,"190 Killeagh Gardens, Killeagh, Co Cork",,Cork,"€89,868.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/07/2019,"5 CAMERON ST, THE COOMBE, DUBLIN 8",Dublin 8,Dublin,"€314,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2014,"20 MANOR CLOSE, GRANGE MANOR, OVENS",,Cork,"€199,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"APT 13 FRASCATI HALL, SWEETMANS AVE, BLACKROCK",,Dublin,"€348,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2011,"24 taney crescent, dundrum, dublin 14",Dublin 14,Dublin,"€489,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2018,"34C LANSDOWNE VALLEY APARTMENTS, DRIMNAGH, DUBLIN 12",,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2014,"RAFORD, KILTULLAGH, ATHENRY",,Galway,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2013,"LAKEVIEW, CORRAVOGGY, TULLYVIN",,Cavan,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2020,"CARATRA (HOUSE 1), CULDAFF, CO DONEGAL",,Donegal,"€189,800.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2019,"34 KNOCKLYNE VALLEY, KILLORGLIN, KERRY",,Kerry,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2016,"12 ACADEMY ST, NAVAN, MEATH",,Meath,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2011,"Fennor, Ard Cath, Co Meath",,Meath,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2020,"LOUGHAUN SOUTH, TULLA, CLARE",,Clare,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2016,"157 THE GRANGE, RAHEEN, LIMERICK",,Limerick,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2020,"8 CASTLE ST, MACROOM, CORK",,Cork,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2013,"Apartment 603 Vantage, Building 3  Central Park, Leopardstown  Dublin 18",,Dublin,"€179,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2020,"23 ELGIN RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€3,350,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2017,"44 ORWELL PARK RISE, TEMPLEOGUE, DUBLIN 6W",,Dublin,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2019,"85 GLEANN ALAINN, TULLYALLEN, DROGHEDA",,Louth,"€323,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2019,"69 HAPENNY BRIDGE HOUSE, LOWER ORMOND QUAY, DUBLIN 1",Dublin 1,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2020,"25 Hawthorn Manor, Brockagh, Coill Dubh",,Kildare,"€297,142.86",Yes,Yes,New Dwelling house /Apartment,
27/08/2020,"3 GROSVENOR SQ, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"€2,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2019,"ROSHARRY, MOHILL, LEITRIM",,Leitrim,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2015,"MAIN STREET, EYRECOURT, BALLINASLOE",,Galway,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2020,"BALLINAMONA, SLIEVERUE, CO KILKENNY",,Kilkenny,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2017,"125A, CASTLETOWN ROAD, DUNDALK",,Louth,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2020,"SKEAGH, SMITHBORO, CO MONAGHAN",,Monaghan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2018,"14 BOYD AVENUE, HONEYPARK, DUN LAOGHAIRE",,Dublin,"€669,604.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
16/12/2020,"APT 22, BROOKWOOD ABBEY, BROOKWOOD GROVE DUBLIN 5",Dublin 5,Dublin,"€271,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2017,"15 OAKFIELD LAWN, BALLINLOUGH, CORK",,Cork,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2017,"RAHANANE, KILCUMMIN, KILLARNEY",,Kerry,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2018,"503 SHELBOURNE PLAZA, CHARLOTTE QUAY, DUBLIN",Dublin 4,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2013,"Royal Oak Road, Bagenalstown",,Carlow,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2021,"26 MARSHAM COURT, STILLORGAN, DUBLIN",,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2017,"APARTMENT 1 THE BOSTON BAR, 1 WILLIAM STREET, BANTRY",,Cork,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2015,"38 Whitethorn Road, Clonskeagh",Dublin 14,Dublin,"€1,448,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2018,"100 FRENCHPARK, ORANMORE, CO GALWAY",,Galway,"€162,550.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2017,"26 WOOD DALE CLOSE, KNOCKLYON, DUBLIN 24",Dublin 24,Dublin,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2013,"7 Annfield Court, Castleknock, Dublin 15",Dublin 15,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2016,"1 CHERRY PARK, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2017,"3 PEARSE COURT, CHAPEL HILL, PEARSE RD",,Sligo,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2017,"30 HARBOR COURT, GEORGES PLACE, DUN LAOGHAIRE",,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2019,"11B APT, FRIARS WALK, CORK",,Cork,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2012,"Shanacashel, Kilmichael",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2017,"9 LEE VISTA, LEE RD, CORK",,Cork,"€188,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2015,"30 ANNFIELD CRESCENT, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2015,"18 BELFRY HALL, CITYWEST RD, CITYWEST DUBLIN 24",Dublin 24,Dublin,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2010,"19 Hazelwood, Clondroadmore, Ennis",,Clare,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2020,"2 SYCAMORE CRESCENT, THE PARK, CABINTEELY DUBLIN 18",Dublin 18,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2019,"FLAT 4, 3 CAVENDISH ROW, DUBLIN 1",,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2015,"9 VICARS COURT, ARCHERSWOOD, CLONEE DUBLIN 15",Dublin 15,Dublin,"€70,833.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2019,"5 Taylor Hill View, Balbriggan",,Dublin,"€312,800.00",No,Yes,New Dwelling house /Apartment,
12/08/2010,"Appt 6 The Gate Lodge, Downshire Park, Blessington",,Wicklow,"€133,039.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/06/2010,"2 THE LODGE, BRIDGE ROAD, LISTOWEL",,Kerry,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2021,"TULLY, COOLARTY, LONGFORD",,Longford,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2012,"50 Hunstown Drive, Hunstown",,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2018,"16 BENBULBIN RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2013,"21 TOWNSPARK, CAHIR",,Tipperary,"€267,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2011,"2 Stepaside Villas, Stepaside, Kilbgoblin",,Dublin,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2016,"APARTMENT 2, SUMMERLAND HOUSE, MORRISON'S ROAD",,Waterford,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2018,"43 PAIRC MHUIRE, TULLOW, CARLOW",,Carlow,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2014,"Cove Cottage, Ballinglanna, Clonakilty",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2019,"20 ASHFIELD RISE, BALBRIGGAN, DUBLIN",,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2013,"20  The Forelands, Dromneavane, Kenmare",,Kerry,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2013,"25 College Farm Glen, Newbridge",,Kildare,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2021,"ARD SOLAS, DRIPSEY, CORK",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2012,"135  Silchester Park, Glenageary, Co. Dublin",,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2016,"59 ASH GROVE, DUN LAOGHAIRE, DUBLIN",,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2010,"Old Road, Bohercrowe, Tipperary Town",,Tipperary,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2020,"BALLYROE, WILLIAMSTOWN, GALWAY",,Galway,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2021,"6 HAZEL GROVE, SPENCER PARK, CASTLEBAR",,Mayo,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"49 The Moorings, Corbally, Limerick",,Clare,"€113,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2011,"Glenfinn Road, Ballybofey",,Donegal,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2018,"APT 76 RIDGE HALL, SHANGANNAGH RD, BALLYBRACK VILLAGE",,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2020,"79 Ridgewood Manor, Melitta Road, Kildare",,Kildare,"€264,316.00",No,Yes,New Dwelling house /Apartment,
18/04/2018,"GLENVEIGH, LABURNUM PARK, MODEL FARM RD",,Cork,"€498,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"17 ALLENDALE GLEN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/02/2016,"8 HOLLYWELL CRESCENT, DONAGHMEADE, DUBLIN 13",,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2015,"4 KINALEA, NOHOVAL, BELGOOLY",,Cork,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2012,"28 College Avenue, College Park, Callan Road",,Kilkenny,"€176,211.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/02/2012,"Seskin Hill, Carrick Beg, Carrick on Suir",,Waterford,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2019,"THE NUNCIATURE, NAVAN ROAD, DUBLIN 7",,Dublin,"€50,139.60",No,No,Second-Hand Dwelling house /Apartment,
28/09/2015,"10 RIVERCHAPEL LAWNS, RIVERCHAPEL WOOD, COURTOWN",,Wexford,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"205 ONE BEACON, BEACON COURT, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2016,"BALLYSHANE, INISTIOGE, KILKENNY",,Kilkenny,"€249,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2016,"71 Evanwood, Golf Links Road, Castletroy",,Limerick,"€200,440.53",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/12/2010,"34  Hillcourt Drive, Cobh",,Cork,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2016,"29 CHESTNUT GROVE, LETTERKENNY, CO DONEGAL",,Donegal,"€33,333.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2013,"Site no 5 Drumcong, Angling Village, Drumcong",,Leitrim,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2020,"GURTGLASS, BALLYNELLARD BLACKWATER, ENNISCORTHY",,Wexford,"€203,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2014,"10 RUSSELL CLOSE, GRACEFIELD MANOR, BALLYLYNAN",,Laois,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2021,"KILCAVAN, GEASHILL, OFFALY",,Laois,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2021,"54 Station Road, Barnwell Park, Hansfield",Dublin 15,Dublin,"€303,964.00",No,Yes,New Dwelling house /Apartment,
23/07/2014,"Coolteen, Fort Mary Park, North Circular Road",,Limerick,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2018,"67 ASSUMPTION PARK, ROSCREA, TIPPERARY",,Tipperary,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2018,"9 Shackleton Drive, Shackleton Park, Lucan",,Dublin,"€295,705.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/05/2020,"64 THE SQUARE, RATHMULLAN ROAD, RIVERBANK",,Louth,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2021,"THE HOLLOW, TIBRADDEN RD, ROCKBROOK",Dublin 16,Dublin,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2010,"11 The Close, College Wood Park, Clane",,Kildare,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2015,"Aille, Inverin",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2019,"66 Lisheen Woods, Ovens, Co. Cork",,Cork,"€334,801.76",No,Yes,New Dwelling house /Apartment,
13/01/2021,"7 Rathmill Glen, Rathmill Manor, Rathcoole",,Dublin,"€409,691.62",No,Yes,New Dwelling house /Apartment,
14/04/2010,"84 The Orchard, Blyry Lower, Athlone",,Westmeath,"€142,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/10/2017,"ARAS EIBEAR, BRENNANSTOWN RD, FOXROCK",,Dublin,"€1,750,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2015,"4 BELFRY DOWNS, CITYWEST, DUBLIN 24",Dublin 24,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2014,"8 Charleston Court, Bailick ROad, Midleton",,Cork,"€195,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/10/2015,"8 HOLLYBANK COURT, ST JOSEPHS AVE, DRUMCONDRA DUBLIN 9",Dublin 9,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2014,"13 COOLAGHKNOCK PARK, KILDARE TOWN, COUNTY KILDARE",,Kildare,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2014,"8 MARIAN VILLE, ALEXANDRA RD, ST LUKES",,Cork,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2015,"18 BLOOMINGDALE, CHURCH HILL, PASSAGE WEST",,Cork,"€171,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2010,"66 Woodlands, Cahercalla, Kilrush Road  Ennis",,Clare,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2017,"CURRAGHMARTIN, DRUMSNA, CARRICK ON SHANNON",,Leitrim,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2015,"10 Lough Sillan Lodge, Shercock",,Cavan,"€174,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2015,"35 THE BEECHES, ARCHERSTOWN DEMENSE, ASBOURNE",,Meath,"€259,911.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/08/2011,"57 Westcourt Demesne, Callan",,Kilkenny,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2010,"St Anthonys, Adare",,Limerick,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2015,"33 EDENMOUNT HALL, BROOKLAWNS, SLIGO",,Sligo,"€91,600.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2021,"30 LISSANALTA DR, DOORADOYLE RD, LIMERICK",,Limerick,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2015,"59 Douglas Street, Cork City",,Cork,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2021,"TARMON, KILKEE, CO CLARE",,Clare,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"20 KILMALUM AVE, BLESSINGTON MANOR, BLESSINGTON",,Kildare,"€171,916.24",Yes,No,Second-Hand Dwelling house /Apartment,
29/05/2013,"3 Inis Sioda, Shannon",,Clare,"€38,033.33",Yes,No,Second-Hand Dwelling house /Apartment,
12/08/2021,"22 CUIRT MONARD, MONARD, COUNTY TIPPERARY",,Tipperary,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2020,"14 GLENMORE RD, CAHERDAVIN, LIMERICK",,Limerick,"€185,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/05/2016,"15 ARD AOIBHINN, FARNHAM RD, CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2017,"51 COOLRUA DR, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2016,"STATION HOUSE, CHURCH RD, CASTLEREA",,Roscommon,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/12/2019,"CLOONCRIM, BALLINLOUGH, ROSCOMMON",,Roscommon,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2014,"19 THE SIDINGS, SESKIN, BANTRY",,Cork,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2016,"45 THE OVAL, TULLYVALE, CABINTEELY DUBLIN 18",Dublin 18,Dublin,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2017,"UNIT NO 60 FIFTH FLOOR, NORTHBANK, CASTLEFORBES ROAD",Dublin 1,Dublin,"€302,095.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2019,"Apartment 20 Ardilaun Court, Sybil Hill Road, Raheny",Dublin 5,Dublin,"€427,113.13",No,Yes,New Dwelling house /Apartment,
19/09/2014,"31 CORR CASTLE, DUBLIN",Dublin 13,Dublin,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2017,"31 ANNALY TERRACE, ONGAR, DUBLIN 15",Dublin 15,Dublin,"€246,000.00",No,No,Second-Hand Dwelling house /Apartment,
